French,Frequency,English
béguin,1611,crumbling
vivaient,1611,lived
bulle,1611,bubble
tiennes,1611,yours
extraire,1611,extract
a2,1610,a2
jouir,1610,enjoy
burger,1610,burger
chantez,1609,sing
cordon,1609,cord
aurais-tu,1609,would you have
brûlant,1609,burning
poumon,1609,lung
tailleur,1608,tailor
abandonnes,1608,abandonments
égouts,1608,sewers
intrigue,1607,plot
impoli,1607,rude
télécommande,1607,remote
épargne,1606,saving
nie,1605,nie
tubes,1605,tubes
faisions,1605,do
approuvé,1605,approved
confiture,1604,jam
présentes,1604,present
pom-pom,1604,pom pom
géré,1604,managed
équitable,1604,fair
spatiale,1604,spatial
ficelles,1604,strings
tracer,1604,trace
saumon,1603,salmon
jade,1603,jade
séances,1602,sessions
exercer,1601,exercise
hyde,1601,hyde
inventaire,1600,inventory
distribuer,1600,distribute
dîné,1600,dinner
inattendu,1600,unexpected
briller,1600,shine
affirmatif,1599,affirmative
janice,1599,janice
verrouillé,1599,locked
convenable,1599,suitable
empêchera,1598,will prevent
orgueil,1597,pride
mangeons,1597,let's eat
cigares,1597,cigar
jeep,1597,jeep
immeubles,1596,buildings
artillerie,1596,artillery
attraction,1596,attraction
gymnase,1596,gymnasium
mondial,1595,global
trainer,1595,hang out
permanente,1595,permed
franche,1594,frank
amendement,1594,amendment
disparues,1594,missing
garderai,1594,will guard
maladroit,1594,clumsy
salive,1593,saliva
kat,1593,kat
simmons,1593,simmons
allumée,1593,on
cuivre,1592,copper
peigne,1592,comb
hughes,1592,hughes
espérait,1592,hoped
plombier,1591,plumber
cherchiez,1591,look for
piles,1591,battery
passionnant,1590,exciting
baigner,1590,bathe
villageois,1590,villager
ralenti,1589,slow motion
investisseurs,1589,investors
comprenais,1589,understood
celles-ci,1588,these
solides,1588,solid
ouvrent,1588,open
bulles,1588,bubbles
eleanor,1587,eleanor
soutien-gorge,1587,bra
gonzesse,1587,chick
song,1586,song
marquis,1586,marquis
drone,1585,drone
détourner,1585,divert
non.,1585,no.
ugh,1584,ugh
duchesse,1584,duchess
choi,1584,choi
sirènes,1584,sirens
cargo,1584,cargo
bancaire,1583,banking
clin,1583,wink
fuyez,1583,run away
interrompu,1583,interrupted
triché,1582,cheated
batailles,1582,battles
barré,1581,rod
limité,1581,limit
torres,1581,torres
vestiaire,1581,changing room
précaution,1581,precautionary
graine,1581,seed
disponibles,1580,available
emmènerai,1580,will take
participe,1580,participate
sdi,1580,sdi
ail,1580,garlic
jr,1580,jr
associée,1580,partner
prononcé,1580,pronounced
session,1579,session
contribution,1579,contribution
chauffe,1578,heated
baissez-vous,1578,lower yourself
itinéraire,1578,itinerary
plongé,1578,plunge
maniaque,1578,maniacal
marcherait,1578,would walk
gardons,1578,cards
monty,1577,monty
dirigent,1577,run
basée,1577,based
soumis,1576,submitted
q2,1576,q2
millier,1576,thousand
objectifs,1575,goals
étrangler,1575,strangle
voudraient,1574,would like
studios,1574,studios
souviendrai,1574,will remember
distraction,1574,distraction
exploiter,1574,exploit
chauds,1573,hot
espéré,1573,hoped
spécifique,1573,specific
libérez,1572,release
disputes,1572,arguments
p.,1572,p.
pratiquer,1572,practice
fâche,1572,angry
dom,1572,dom
répandre,1571,spread
fondu,1571,molten
lires,1571,read
devise,1571,currency
manifeste,1571,manifest
design,1570,design
approchent,1570,approach
soulève,1570,raised
pâté,1570,dough
humilié,1570,humiliated
javier,1570,javier
fais-lui,1570,make him
informe,1570,informed
pagaille,1569,mess
virage,1569,turn
admirer,1569,admire
yankees,1569,yankees
moutarde,1569,mustard
métaphore,1569,metaphor
bridge,1569,bridge
bâtir,1568,to build
jardinier,1568,gardener
méfier,1568,beware
donnie,1568,donn
pavillon,1568,flag
she,1568,shey
woo,1567,woo
dévoué,1567,devoted
cafétéria,1567,cafeteria
globe,1566,world
éloignez-vous,1566,go away
pubs,1566,ads
débuts,1565,debut
lente,1565,slow
arche,1565,ark
émotionnel,1565,emotional
deja,1565,already
passionné,1565,keen
remplit,1565,fill
tricher,1564,cheat
éclairer,1564,light up
é,1564,e
déclarations,1564,statements
raccourci,1563,shortcut
chemises,1563,shirts
module,1563,module
fourchette,1563,fork
aidait,1563,helped
contrôles,1562,checks
restiez,1562,rest
mexicains,1562,mexican
jenkins,1562,jenkins
clous,1562,nails
tango,1561,tango
contes,1561,tales
douces,1561,soft
consciente,1561,conscious
transition,1561,transition
ignorance,1561,ignoring
poisse,1561,bunch
avéré,1560,recognized
mangeait,1560,ate
branches,1560,branches
cogne,1560,knock
irresponsable,1559,irresponsible
madrid,1559,madrid
ambitieux,1559,ambitious
morsure,1559,bite
ding,1558,ding
sainteté,1558,holiness
pigeons,1558,pigeons
creusé,1558,dig
italienne,1558,italian
sermon,1557,sermon
diplômes,1557,degrees
alaska,1556,alaska
trent,1556,thirty
grèce,1556,greece
arriverez,1556,will arrive
intéressantes,1556,interesting
yu,1556,yu
fatigués,1555,tired
révolutionnaire,1555,revolutionary
loue,1555,rented
avertis,1555,informed
prends-moi,1555,take me
parle-lui,1555,talk to him
hospitalité,1555,hospitality
coût,1554,cost
melinda,1554,melinda
faveurs,1554,favors
références,1554,references
faucon,1554,falcon
detroit,1554,detroit
fibres,1554,fibers
normales,1553,normal
poignarder,1553,stab
appuyé,1553,supported
barrer,1553,bar
traditions,1553,tradition
rangé,1553,tidy
emmerdes,1552,boring
utérus,1552,uterus
rails,1552,rails
prévenez,1552,warn
vexer,1552,upset
maitre,1551,master
propriétés,1551,properties
chaudes,1551,hot
croyable,1551,believable
laissais,1550,left
voleuse,1550,thief
cerf,1550,deer
marion,1550,marion
contrebande,1550,smuggling
astronaute,1549,astronaut
poussent,1549,pump
parasite,1549,parasite
impose,1549,imposed
dôme,1549,dome
sentirais,1549,would feel
paresseux,1548,lazy
enculés,1548,fucked
unir,1548,unite
garée,1548,parked
prétendu,1548,alleged
mettais,1548,putteais
pratt,1548,pratt
frérot,1547,frérot
classée,1547,listed
pareilles,1547,the same
vendait,1547,sold
probleme,1546,issue
identique,1546,identical
tarés,1546,crazy
ignoré,1546,ignored
baskets,1546,sneakers
prends-la,1545,take it
flèches,1545,arrows
statistiques,1545,statistics
musical,1545,musical
porte-bonheur,1544,lucky charm
consultation,1544,consultation
invincible,1544,invincible
bouc,1544,goat
greene,1544,greene
freins,1544,brakes
limonade,1543,lemonade
baisse-toi,1543,bend down
aire,1543,area
feriez-vous,1543,would you do
citation,1543,quote
darren,1542,darren
suture,1542,suture
perdra,1542,will lose
gênée,1541,embarrassed
mélanger,1541,mix
résumé,1541,summary
thèse,1541,thesis
farine,1541,flour
frankenstein,1540,frankenstein
enfonce,1540,sink
absente,1540,absent
wolf,1540,wolf
perle,1539,pearl
enseignement,1539,education
r.,1539,r.
magnétique,1539,magnetic
tenez-moi,1539,hold me
chantes,1539,chants
naïf,1539,naive
bavarder,1538,chat
sorcellerie,1538,witchcraft
envoi,1538,sending
absolu,1538,absolute
dansez,1538,danse
assiettes,1538,plates
hawaï,1537,hawaii
intéressés,1536,interested
notion,1536,notion
mannequins,1536,mannequins
labyrinthe,1536,labyrinth
scout,1536,scout
fouillez,1536,search
boivent,1536,drink
battez,1535,beat
irm,1535,mri
f.,1534,f.
contourner,1534,get around
lecteur,1533,drive
bâti,1533,built
coûtera,1533,will cost
kai,1533,kai
amène-toi,1533,build yourself
retirez,1533,remove
entrevue,1532,interview
mourront,1532,will die
reviendrait,1532,would come back
appui,1532,support
boxeur,1532,boxer
reflet,1531,reflection
consentement,1531,consent
promise,1531,promised
falls,1531,palls
vingtaine,1530,around twenty
rabbin,1530,rabbi
bio,1529,organic
dément,1529,demented
découper,1529,cut
permanent,1529,permanent
terrestre,1529,earthly
criant,1529,calling out
lucifer,1528,lucifer
phare,1528,lighthouse
habituée,1528,accustomed
candidature,1528,candidacy
onu,1528,un
bloquée,1528,blocked
principaux,1528,principal
voulant,1528,wanting
financiers,1527,financier
moe,1527,moe
généraux,1527,general
etje,1527,and i
ra,1527,ra
mollo,1526,mollo
léon,1526,leon
homard,1526,lobster
terminale,1526,terminal
supposés,1525,supposed
évanouie,1525,passed out
hopital,1525,hospital
toubib,1525,doctor
baguette,1525,baguette
initiales,1524,initials
lilly,1524,lilly
trésors,1524,treasures
poney,1524,pony
concerts,1523,concerts
bien-aimée,1523,beloved
file-moi,1522,give me
malchance,1522,bad luck
négro,1522,negro
jeannie,1522,jeannie
confiant,1521,confident
ampoule,1521,bulb
drague,1521,dredge
éteignez,1520,turn off
neill,1520,neill
parachute,1520,parachute
cafés,1520,cafes
psychologue,1520,psychologist
rafraîchir,1519,refresh
prétentieux,1519,pretentious
wu,1518,wu
stups,1518,stupies
armstrong,1518,armstrong
gardée,1518,guarded
obligatoire,1518,obligatory
persuader,1517,persuade
grade,1517,grade
réactions,1517,reactions
effondre,1517,collapse
punie,1517,punished
buté,1516,stop
enregistrée,1516,recorded
gorille,1516,gorilla
bourreau,1516,executioner
atteinte,1516,achievement
sas,1515,sas
neutre,1514,neutral
septième,1514,seventh
sifflet,1514,whistle
abandon,1514,abandonment
défend,1514,defend
déguisement,1513,disguise
hammond,1513,hammond
uh-huh,1513,uh-huh
north,1513,north
edwards,1513,edwards
walsh,1512,walsh
cinglés,1512,crazy
dormant,1512,sleeping
cadet,1512,cadet
roosevelt,1512,roosevelt
coffre-fort,1511,safe
experte,1511,expert
doublé,1511,double
approbation,1511,approval
preston,1511,preston
google,1511,google
mystères,1511,mysteries
contrôlé,1511,control
cocktails,1510,cocktails
michigan,1510,michigan
sloan,1510,sloan
félicite,1510,congratulations
présidence,1510,presidency
prévenus,1509,defendants
nègres,1507,negroes
people,1507,people
holden,1507,holden
détonateur,1506,detonator
veau,1506,calf
châtiment,1506,punishment
arriveront,1506,will arrive
bad,1506,bad
détruits,1505,destroyed
c.m.c.,1505,c.m.c.
voyageur,1504,traveler
resteras,1504,will remain
promu,1504,promoted
publics,1504,public
adolescent,1504,teenager
étendue,1504,extent
évanouir,1504,fade
apprête,1503,prepare
punis,1503,punished
coutume,1503,custom
obstacles,1503,obstacles
pressés,1503,pressed
impressionnée,1503,impressed
capote,1502,hood
porterai,1502,will doer
polonais,1502,polish
cruauté,1502,cruelty
arguments,1501,arguments
conduits,1501,conduits
banal,1500,trivial
appellerais,1500,call
creux,1499,hollow
peuvent-ils,1499,can they
morveux,1499,morvetus
envoye,1499,sent
sieur,1499,sieur
pamela,1499,pamela
mélodie,1498,melody
négociation,1498,negotiation
egypte,1498,egypt
consultant,1498,consultant
surf,1498,surf
wagon,1497,car
imprévisible,1497,unpredictable
embarqué,1497,embedded
montana,1497,montana
assieds,1497,assied
ketchup,1497,ketchup
comprennes,1496,understanding
iv,1496,iv
vétérinaire,1496,veterinarian
ramon,1496,gum
trouvez-vous,1496,do you find
probation,1496,probation
cheveu,1495,hair
fréquenter,1495,frequent
coudes,1495,elbows
plaisirs,1495,pleasures
légendaire,1495,legendary
ceux-ci,1494,these
franco,1494,franco
gènes,1494,genoa
correcte,1494,correct
tartes,1494,pies
déprimant,1493,depressing
revenant,1493,ghost
marta,1493,marta
traitez,1493,treat
gardner,1492,gardner
fermées,1492,closed
4x4,1492,4x4
dewey,1492,dewey
warner,1492,warner
correspondant,1491,corresponding
immobile,1491,motionless
arrêtais,1491,arrested
critiquer,1490,criticize
live,1490,lively
interdiction,1490,prohibition
rentrais,1490,returned
coéquipier,1490,teammate
elderman,1490,elderman
combattants,1490,fighters
douté,1489,doubt
vermine,1489,vermin
ôter,1489,to remove
orphelins,1488,orphaned
ennemie,1488,enemy
pissé,1488,piss
romans,1488,novels
médocs,1487,medocs
privées,1487,private
abandonnés,1487,abandoned
tuées,1486,killed
mécanisme,1486,mechanism
reprenons,1486,let's get back
martiale,1486,martial
fondé,1486,based
retournerai,1485,will return
darryl,1485,darryl
julien,1485,julian
dirigeant,1485,leader
antibiotiques,1485,antibiotics
sandwiches,1485,sandwiches
construite,1485,built
batteur,1484,drummer
rigolez,1484,laugh
universitaire,1484,university
paru,1484,published
mers,1484,seas
marchant,1483,walking
palm,1483,palm
clayton,1483,clayton
visité,1482,visit
ronald,1482,ronald
enthousiaste,1482,enthusiastic
financer,1482,finance
jouera,1481,will play
sandwichs,1481,sandwiches
bâtards,1481,bastards
devint,1481,became
encourage,1480,encourage
over,1480,over
blond,1479,blond
sécurisée,1479,secure
reproduira,1479,will reproduce
masculin,1479,male
insensible,1478,insensitive
ty,1478,ty
isoler,1478,isolate
bree,1478,bree
laine,1478,wool
analysé,1478,analysis
seigneurs,1478,lords
exagères,1477,exaggeration
trouverait,1477,would find
tanya,1477,tanya
entrons,1477,let's go
anita,1476,anita
sourde,1476,deaf
réussis,1476,successful
tombera,1476,will fall
équipier,1476,teammate
transaction,1475,transaction
gratuits,1475,free
mindy,1475,mindy
stellaire,1475,stellar
suspension,1475,suspension
détour,1475,detour
opère,1474,operates
entendra,1474,will hear
manifestation,1474,demonstration
saurons,1474,will know
champions,1473,champions
épousée,1473,married
palace,1473,palace
diriez,1473,say
spectaculaire,1473,spectacular
céleste,1472,celestial
infirmier,1472,male nurse
saignement,1472,bleeding
pensez-y,1471,think about it
bien-aimé,1471,beloved
accomplie,1471,accomplished
réclamer,1471,claim
pieu,1471,stake
schéma,1470,plan
traduire,1470,translate
opposer,1470,oppose
indigne,1470,unworthy
lorelai,1469,lorelai
tapette,1469,swatter
accusés,1468,accused
fuck,1468,fuck
amenés,1468,brought
inoffensif,1468,harmless
élan,1468,momentum
effondrer,1468,collapse
rousse,1467,redhead
manches,1467,sleeves
tentation,1467,temptation
fatal,1466,fatal
seize,1466,sixteen
visez,1466,aim
pédale,1466,pedal
recommencé,1466,start again
gratte,1466,scraper
hamburgers,1465,hamburgers
profits,1465,profits
zoey,1465,zoey
donne-nous,1464,give us
devon,1464,devon
inculper,1464,charge
mouchard,1463,cookie
nikita,1463,nikita
prostitution,1463,prostitution
strictement,1463,strictly
stephanie,1463,stephanie
dark,1463,dark
explique-moi,1463,explain to me
prédit,1463,predice
humiliant,1462,humiliating
gène,1462,embarrassed
jacuzzi,1462,jacuzzi
impeccable,1461,flawless
rejette,1461,reject
préfèrent,1461,prefer
habille-toi,1461,dress yourself
lila,1460,lila
rangers,1460,rangers
cerise,1460,cherry
cha,1460,cha
orphelin,1460,orphan
entrepreneur,1460,entrepreneur
v.,1460,v.
interprète,1459,interpreter
pakistan,1459,pakistan
athlète,1459,athlete
relier,1458,relate
occupation,1458,occupation
panneaux,1458,panels
indépendante,1458,independent
industries,1458,industries
crabe,1458,crab
ridicules,1458,ridiculous
short,1458,shorts
sugar,1458,sugar
vitamines,1457,vitamins
pennsylvanie,1457,pennsylvania
henderson,1456,henderson
précautions,1456,precautions
renvoyée,1456,fired
choses-là,1456,things
lie,1456,related
caoutchouc,1456,rubber
injustice,1455,injustice
indiana,1455,indiana
ezra,1455,ezra
jérusalem,1455,jerusalem
lueur,1455,glow
étonnes,1455,astonishment
stagiaire,1455,intern
triangle,1454,triangle
orientation,1454,orientation
peintures,1453,paintings
canards,1453,ducks
raconterai,1452,will tell
placés,1452,placed
remuer,1452,stir
stephens,1451,stephens
épisodes,1451,episodes
apprécierais,1451,would appreciate
provisoire,1451,provisional
conduisez,1451,driver
couchée,1450,bed
general,1449,general
maintient,1449,keeping
pauline,1449,pauline
dénoncé,1449,denounced
immortel,1448,immortal
déroule,1448,unfolding
elsa,1448,elsa
dangereuses,1448,dangerous
savais-tu,1448,did you know
accords,1447,chords
frotter,1447,rub
gerald,1447,gerald
résolution,1447,resolution
affiches,1447,posters
abe,1447,abe
institution,1447,institution
fatale,1446,fatal
détacher,1446,detach
baises,1446,kiss
rive,1446,shore
montrera,1446,will show
duo,1445,duo
mauviette,1445,wimp
sterling,1445,sterling
prendrons,1445,let's take
compréhensible,1445,understandable
auteurs,1444,authors
sierra,1444,sierra
prétendant,1444,pretender
hayley,1443,hayley
pêcheur,1443,fisherman
malaise,1443,faintness
cavale,1442,run
georgie,1442,georgia
participation,1442,participation
géniaux,1441,brilliant
gratter,1441,scratch
saisie,1441,seizure
pologne,1441,poland
concentrez-vous,1441,concentrate
moines,1441,monks
nécessairement,1441,necessarily
touchés,1441,affected
garde-le,1440,keep it
creek,1440,creek
talentueux,1440,talented
louie,1440,louie
collaboration,1439,collaboration
origines,1439,origins
satané,1439,loud
lourds,1439,heavy
cafard,1439,cockroach
géants,1439,giant
exagère,1439,exaggerated
parlement,1438,parliament
comprendrez,1438,will understand
bougent,1438,move
pots,1437,pots
envisage,1437,consider
croie,1437,grow
amusante,1436,funny
nash,1436,nash
conserve,1435,canned
méprise,1435,mistake
plasma,1435,plasma
récit,1435,narrative
déplacement,1435,shift
ivresse,1435,drunkenness
réserver,1435,to book
tribus,1434,tribes
obscur,1434,obscure
cultures,1434,crops
voudrions,1434,would like
elisabeth,1434,elisabeth
jarod,1434,jarod
vitrine,1434,showcase
tomate,1433,tomato
donnons,1433,let's give
cassidy,1433,cassidy
rebours,1432,reverse
payait,1431,paid
bruyant,1431,noisy
prenez-vous,1431,take you
pourris,1431,rotten
bouffon,1431,puff
affamés,1431,hungry
wheeler,1431,wheeler
hui,1431,hui
nocturne,1431,nocturnal
5ème,1431,5th
protégez,1430,protect
trembler,1430,to shiver
relaxe,1429,relaxed
courtney,1429,courtey
affirmer,1428,affirm
complications,1428,complications
paranoïaque,1428,paranoid
franz,1428,franz
nécessité,1428,need
carottes,1428,carrots
habitez,1428,live
navigation,1427,navigation
seringue,1427,syringe
épargné,1427,saving
manquera,1427,will miss
fermiers,1427,farmers
